courseName	universityName	facultyName	isItFullTime	description	startDate	fees	modality	duration	city	country	administration	url
Bioinformatics MSc, PgDip	University of Edinburgh	School of Biological Sciences	Full time	Programme descriptionBioinformatics is an interdisciplinary field that develops methods and software tools for understanding biological data.As an interdisciplinary field of science, bioinformatics studies and processes biological data, combining:computer scienceinformaticsstatistics/mathematicsengineeringThe emphasis is on leveraging aspects of these disciplines to efficiently explore biology: it is BIO-informatics after all.	September	Tuition fees vary between degree programmes. Find the specific fees for your chosen programme on our website.	MSc, PGDip	MSc: 1 year full-time, PgDip: 9 months full-time	Edinburgh	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/bioinformatics-msc-pgdip/?i300d4443c6036
