courseName	universityName	facultyName	isItFullTime	description	startDate	fees	modality	duration	city	country	administration	url
International and European Politics MSc	University of Edinburgh	School of Social and Political Science	Full time	Programme descriptionThis programme offers an advanced understanding of the contemporary world, developed in response to the enormous political challenges facing our changing societies.The programme draws on insights from International Relations as well as:European StudiesComparative PoliticsPolitical ScienceArea StudiesYou will explore in-depth key theories, issues and controversies, and will have the opportunity to pursue interdisciplinary studies and develop your interests in a vibrant and intellectually stimulating environment.	September	Tuition fees vary between degree programmes. Find the specific fees for your chosen programme on our website.	MSc	1 year full-time or 2 years part-time	Edinburgh	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/international-and-european-politics-msc/?i300d1334c3027
