courseName	universityName	facultyName	isItFullTime	description	startDate	fees	modality	duration	city	country	administration	url
Electrical Power Engineering MSc	University of Edinburgh	School of Engineering	Full time	Programme descriptionThis one-year programme is designed to equip graduates and professionals with a broad and robust training on modern power engineering technologies, with a strong focus on renewable energy conversion and smart grids. It is suitable for recent graduates who wish to develop the specialist knowledge and skills relevant to this industry and is also suitable as advanced study in preparation for research work in an academic or industrial environment.	September	Tuition fees vary between degree programmes. Find the specific fees for your chosen programme on our website.	MSc	1 year full-time	Edinburgh	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/electrical-power-engineering-msc/?i300d1312c49437
