courseName	universityName	facultyName	isItFullTime	description	startDate	fees	modality	duration	city	country	administration	url	
Biodiversity and Taxonomy of Plants MSc, PgDip	University of Edinburgh	School of Biological Sciences	Full time	Programme descriptionThe understanding of plant diversity and resources has never been more important. As we face the unprecedented challenges of climate change and environmental degradation, effective environmental surveillance and conservation depend upon detailed knowledge of plants and their habitats.This programme is run jointly by the University and the world-renowned Royal Botanic Garden Edinburgh (RBGE). The RBGE is home to one of the world’s best living collections of plants (15,000 species across four sites, amounting to five per cent of known world species), a herbarium of three million preserved specimens and one of the UK’s most comprehensive botanical libraries.	September	Tuition fees vary between degree programmes. Find the specific fees for your chosen programme on our website.	MSc, PGDip	MSc: 1 year full-time or 2 years part-time, PgDip: 9 months full-time	Edinburgh	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/biodiversity-and-taxonomy-of-plants-msc-pgdip/?i300d4443c7622	
