courseName	universityName	facultyName	isItFullTime	description	startDate	fees	modality	duration	city	country	administration	url
Advanced Computer Security - MSc/PgD/PgC	Cardiff Metropolitan University	Cardiff School of Technologies	Full time	Often called Cyber security or Information Security, in this Masters degree in Advanced Computer Security you will explore the technologies and practices designed to protect sensitive data, computers and networks from both intentional and accidental access, alterations and damage by diverse threat actors.	September	As a postgraduate, research or part-time student, the tuition fees you are charged will depend on the course you choose to study.	MSc, PGDip, PGCert	1 year full time, 2 years part time	Cardiff	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/advanced-computer-security-msc-pgd-pgc/?i366d8243c71291
