courseName	universityName	facultyName	isItFullTime	description	startDate	fees	modality	duration	city	country	administration	url
International Entrepreneurship and Management MSc	University of Southampton	Faculty of Social Sciences	Full time	Learn about enterprise and entrepreneurship from an international perspective, and how to manage entrepreneurial firms, on this International Entrepreneurship and Management MSc. You’ll examine key aspects of strategy and business process, learn how to promote innovation and creativity in organisations, and grow your knowledge of entrepreneurship in different regional and national settings.This master’s degree pays particular attention to understanding and responding to the international context, and to international growth and expansion of enterprises.The course is ideal if you’re interested in:	September	Please see the university website for further information on fees for this course.	MSc	1 Year	Southampton	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/international-entrepreneurship-and-management-msc/?i349d6917c45321
