courseName	universityName	facultyName	isItFullTime	description	startDate	fees	modality	duration	city	country	administration	url	
Advanced Chemical & Process Engineering (distance learning) MSc/PgDip/PgCert	University of Strathclyde	Department of Chemical & Process Engineering		This course is accredited by the Institution of Chemical Engineers (IChemE) – the global professional membership organisation for chemical engineering professionals.	September	Please see the university website for further information on fees for this course.	MSc, PGDip, PGCert	MSc: 36 months, part-time PgDip: 24 months part-time PgCert: 12 months part-time	Glasgow	United Kingdom		https://www.findamasters.com/masters-degrees/course/advanced-chemical-and-process-engineering-distance-learning-msc-pgdip-pgcert/?i353d458c67812	
