courseName	universityName	facultyName	isItFullTime	description	startDate	fees	modality	duration	city	country	administration	url	
Advanced Internetwork Engineering - MSc	Glasgow Caledonian University	School of Engineering and Built Environment	Full time	If you're already a successful networking professional who wants to advance your career to the next level, this unique one-year master's programme is designed for you. The only programme of its kind in the world, GCU's MSc Advanced Internetwork Engineering will prepare you for the Cisco Certified Internetwork Expert (CCIE) exam.The programme offers a structured, supported path so you can develop expert-level network engineering skills and achieve CCIE certification. With this elite credential, you'll be a competitive candidate for senior-level and leadership roles in network engineering.	September	Please see the university website for further information on fees for this course.	MSc	1 year full-time; 2 years part-time or 2-5 years distance learning	Glasgow	United Kingdom		https://www.findamasters.com/masters-degrees/course/advanced-internetwork-engineering-msc/?i93d2645c42864	
