courseName	universityName	facultyName	isItFullTime	description	startDate	fees	modality	duration	city	country	administration	url	
International Business MSc (Online)	University of Exeter	Management		OverviewFor ambitious graduates looking for a fast track into global business. This course offers a combination of practical skill and cross-disciplinary insight that promises to make you stand out from the crowd.	September	For current fees please see our website.	MSc	2-5 years	Exeter	United Kingdom		https://www.findamasters.com/masters-degrees/course/international-business-msc-online/?i302d8984c67165	
