courseName	universityName	facultyName	isItFullTime	description	startDate	fees	modality	duration	city	country	administration	url
Applied Statistics MSc	University of Southampton	Faculty of Social Sciences	Full time	Learn the theory and application of statistical methods on this MSc Applied Statistics degree at the University of Southampton. Gain in-depth knowledge and skills in analysing large-scale data to solve problems. You'll graduate ready for a career as a statistician in a wide range of sectors, from government to medicine. On this UK statistics master’s course we’ll teach you how to collect and analyse quantitative social science data and apply it to real-world problems.  Through your choice of modules you’ll be able to adapt the course to your personal interests or career plans.  Typical subjects include:	September	Please see the university website for further information on fees for this course.	MSc	1 Year Full Time / 2 Years Part Time	Southampton	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/applied-statistics-msc/?i349d6917c4002
