courseName	universityName	facultyName	isItFullTime	description	startDate	fees	modality	duration	city	country	administration	url	
Human Resource Management MSc	University of Southampton	Faculty of Social Sciences	Full time	Specialise in human resource on this UK HR management degree at the University of Southampton. MSc Human Resource Management takes an analytical approach to teaching processes worldwide, preparing you for a career in HR management.  This HR degree is accredited by The Chartered Institute of Personnel and Development (CIPD). You’ll get the chance to start your own membership as a student. A HR management degree is an excellent graduate opportunity to learn about human resource and advance or change your current career.	September	Please see the university website for further information on fees for this course.	MSc	1 Year	Southampton	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/human-resource-management-msc/?i349d6917c8306	
