courseName	universityName	facultyName	isItFullTime	description	startDate	fees	modality	duration	city	country	administration	url
Environmental Engineering (MSc)	Queen’s University Belfast	School of Natural and Built Environment	Full time	The aims of the programme include to develop the intellectual, practical, and professional skills of students in the critical acquisition, analysis, interpretation and understanding of environmental engineering principles and issues in preparation for:	September	Please see the university website for further information on fees for this course.	MSc	1 year full-time, 2 years part-time	Belfast	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/environmental-engineering-msc/?i195d7725c23786
