courseName	universityName	facultyName	isItFullTime	description	startDate	fees	modality	duration	city	country	administration	url	
Global Sustainability Solutions (Online) MSc	University of Exeter	Geography		OverviewApply your learning to real-world challenges and operate in a complex problem space wherever in the world you choose to work, at times that fit your busy scheduleReceive training in systems thinking that can be applied to a wide range of subject, topics, and real-world problemsYour learning is informed by the latest research undertaken by world-leading scholars and the Global Systems Institute communityEnhance your employability by developing the skills necessary to become an agent of change for a sustainable futureCourse contentOur impacts on the Earth system are at such a scale that we have become a geological force. If we are to not just survive but flourish, we urgently need to create robust and practical solutions to a set of interacting global challenges (e.g. energy security, declining biodiversity and climate change) that span countries, regions and disciplines. While diverse, the common thread linking these and other challenges is that they are all challenges of systems.	September	For current fees please see our website.	MSc	2-5 years	Exeter	United Kingdom		https://www.findamasters.com/masters-degrees/course/global-sustainability-solutions-online-msc/?i302d8980c71329	
