courseName	universityName	facultyName	isItFullTime	description	startDate	fees	modality	duration	city	country	administration	url	
MSc Equality Studies	University College Dublin	UCD School of Social Policy, Social Work and Social Justice	Full time	Graduate Taught (level 9 nfq, credits 90)The MSc in Equality Studies is the only masters of its kind in Europe and offers a unique opportunity to examine global equality issues from a range of perspectives. Find out more about the programme in our informative video here.	September	Please see the university website for further information on fees for this course.	MSc	Full-time: 1 year; Part-time: 2 years	Dublin	Ireland	On Campus	https://www.findamasters.com/masters-degrees/course/msc-equality-studies/?i272d6372c55924	
