courseName	universityName	facultyName	isItFullTime	description	startDate	fees	modality	duration	city	country	administration	url
Construction and Project Management (MSc)	Queen’s University Belfast	School of Natural and Built Environment	Full time	These programmes have been designed to:Develop the intellectual, practical and professional skills of the learner in the critical acquisition, analysis, interpretation and understanding of the management of construction projects and organisations.Apply appropriate theoretical and practical management methods in the analysis and solution of design, engineering and construction problems.	September	Please see the university website for further information on fees for this course.	MSc	1 year full-time, 2 years part-time	Belfast	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/construction-and-project-management-msc/?i195d7725c23785
